commit,chart_version,images
fe65ab74d833b1d61503228d294ba56212f83bb1,12.3.0,docker.io/bitnami/redis:6.0.9-debian-10-r38
3b269410f1d953a99a28a79690047c725f435264,12.3.1,docker.io/bitnami/redis:6.0.9-debian-10-r38
a6c17cf6fa8e0a0392d261a576258c7934e429be,12.3.2,docker.io/bitnami/redis:6.0.9-debian-10-r66
b7836ee7dcb1067e466b772ae626fbc0b4c14cd2,12.3.3,docker.io/bitnami/redis:6.0.9-debian-10-r66
f2129baa0e8624474a7f18b488a0385cdf78661f,12.4.0,docker.io/bitnami/redis:6.0.9-debian-10-r66
849f801df8a216aa6536eb503cce93665d78ea13,12.5.0,docker.io/bitnami/redis:6.0.9-debian-10-r66
dfa89b865989da26a3c73f397fd3c402dd56ebe8,12.5.0,docker.io/bitnami/redis:6.0.9-debian-10-r66
1724740872ef8e8c673fac7a32db3dfaea9822f6,12.5.0,docker.io/bitnami/redis:6.0.9-debian-10-r66
75f4aeefb5add19ddad43bf0779e31adb83f0931,12.5.1,docker.io/bitnami/redis:6.0.10-debian-10-r1
d5a4224e56b2f2bf9f46957f99a8fc5b38ba8806,12.6.0,docker.io/bitnami/redis:6.0.10-debian-10-r1
6361aa7a02fd8fd023ad682f8bf49765e881d9ae,12.6.1,docker.io/bitnami/redis:6.0.10-debian-10-r1
c5e67a388743cbee28439d2cabca27884b9daf97,12.6.1,docker.io/bitnami/redis:6.0.10-debian-10-r1
d9cf2acece574be9ab8400bd16b72c32616db1f4,12.6.2,docker.io/bitnami/redis:6.0.10-debian-10-r1
90509a95dfe986d49f7b4bc135d1ca179862d0f0,12.6.3,docker.io/bitnami/redis:6.0.10-debian-10-r1
5e25590dc374df7381f9cd1baac9d781b4cc5f7a,12.6.4,docker.io/bitnami/redis:6.0.10-debian-10-r1
1fa614ac267f09a1914ab519a97f7c26d937a076,12.6.4,docker.io/bitnami/redis:6.0.10-debian-10-r1
b6753bb54addf3dff5c6a58b67895256b7dc5f68,12.7.0,docker.io/bitnami/redis:6.0.10-debian-10-r1
307a73dcca857e4b567113113142c68b6eaf85e0,12.7.1,docker.io/bitnami/redis:6.0.10-debian-10-r1
1d2da656d1da80941741d453b0e8dfcac7a7da9f,12.7.2,docker.io/bitnami/redis:6.0.10-debian-10-r1
3a232d78e33b4e5a4a332114534e38e502eab766,12.7.3,docker.io/bitnami/redis:6.0.10-debian-10-r1
41be44c267b104762815b6963bae864fdc0b91d0,12.7.4,docker.io/bitnami/redis:6.0.10-debian-10-r19
5f095734f92555dec7cd0e3ee961f315eac170ff,12.7.4,docker.io/bitnami/redis:6.0.10-debian-10-r19
71fb99f541e971b1daafaa20ffb7d18b153b8d60,12.7.5,docker.io/bitnami/redis:6.0.10-debian-10-r19
bee526108f49e20e26e5c1dc521b8855a71f7984,12.7.6,docker.io/bitnami/redis:6.0.11-debian-10-r0
4bc89493d9fd67e8c4e1f4f8e0466ee7d1bdaaa9,12.7.6,docker.io/bitnami/redis:6.0.11-debian-10-r0
2dc23f8a22cef67a7c096983e55a019f6c875d3b,12.7.7,docker.io/bitnami/redis:6.0.11-debian-10-r0
17271c2a4db136828d52a6143099038e7352306f,12.8.0,docker.io/bitnami/redis:6.0.11-debian-10-r0
dd8945dbf30454775328914b71005fd5d1871213,12.8.1,docker.io/bitnami/redis:6.0.12-debian-10-r0
870bc4dba1fc3aa55dd157da6687b25e8d352206,12.8.2,docker.io/bitnami/redis:6.0.12-debian-10-r0
402a6cdaa95a0f9efb96be667849c460ea379dfa,12.8.2,docker.io/bitnami/redis:6.0.12-debian-10-r0
a0eaa5fe0137dc5fb0c69cfd3366ca704075ff75,12.8.3,docker.io/bitnami/redis:6.0.12-debian-10-r3
96784f3b1d2b9ea11b9a688d33b7a6d4dcda583d,12.8.3,docker.io/bitnami/redis:6.0.12-debian-10-r3
3e46013af91614ef8c9af943eaa3268f46743a23,12.9.0,docker.io/bitnami/redis:6.0.12-debian-10-r3
bb1b36a20bb3ea9820fa1d28cccee5920b8acc3b,12.9.1,docker.io/bitnami/redis:6.0.12-debian-10-r3
6802bd8db0dee9310f357af70f5bdc539201eb31,12.9.2,docker.io/bitnami/redis:6.0.12-debian-10-r3
4c4620b5a69bb0b0608ff9e16990a1706c969db4,12.10.0,docker.io/bitnami/redis:6.0.12-debian-10-r3
b27be2496cc37bfb8466095bebb9a2239f7e1e8e,12.10.0,docker.io/bitnami/redis:6.0.12-debian-10-r3
