commit,chart_version,images
9920a6f5bdc2fdf3829201603fc8439ccf43cf0b,8.14.1,docker.io/bitnami/rabbitmq:3.8.16-debian-10-r0
395934bfc46804f5aa1b96d2fca416c0d5bfa02e,8.15.0,docker.io/bitnami/rabbitmq:3.8.16-debian-10-r0
d041833338de7ebc6e26523fd37e8e087511eb95,8.15.1,docker.io/bitnami/rabbitmq:3.8.16-debian-10-r16
99b28debfe080da09f66dfcf9883460b67fe2b68,8.15.2,docker.io/bitnami/rabbitmq:3.8.16-debian-10-r20
8596db6862ce9a223a4460803b67d0071bb2fe39,8.15.3,docker.io/bitnami/rabbitmq:3.8.17-debian-10-r1
2c88d0bdef9f005a7ff98f9e3f279067601ee721,8.16.0,docker.io/bitnami/rabbitmq:3.8.17-debian-10-r1
b9c083144bb7551e8ad377dc23e884ec9f550d3b,8.16.1,docker.io/bitnami/rabbitmq:3.8.18-debian-10-r0
7dd4831617593ee5c7eedebf0f98d9b82f88c842,8.16.2,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
110c55a18cd313c11a998d850beaebafe2cd89af,8.16.3,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
0a9d4c7fb9096443393b05ee2a0c7572df9e5ba2,8.16.4,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
f5c4490afbd454f2042af03a5dda1e3251350a71,8.17.0,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
d3da8aab1d9031a872254e528d1fcbc346221f77,8.18.0,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
d0957937c764187307b924f600247c2b7afaf536,8.18.1,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
f1344b0361c5a93bf971d08f0fc64d3c8588cbf9,8.19.0,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
785aa619c30aa376993979be0d042ae722b0f83e,8.19.0,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
fe91297fdf3f6c74aee31c423912e4ac19b55c94,8.19.1,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r0
622c582db3a89bdc9f292c102bb7983ab546752e,8.19.2,docker.io/bitnami/rabbitmq:3.8.19-debian-10-r25
e3e8ddfd25bbb50f17930a560967966be97ec4ba,8.19.3,docker.io/bitnami/rabbitmq:3.8.20-debian-10-r0
1534730ecae0c6a7320ac3157b4af893f9ebb368,8.20.0,docker.io/bitnami/rabbitmq:3.8.20-debian-10-r0
22f189d36c70da0f46733fd5da548f6ea6ec5d28,8.20.1,docker.io/bitnami/rabbitmq:3.8.21-debian-10-r0
20e83cb07871e6f9dfcca21cab48f026f0e60ff6,8.20.2,docker.io/bitnami/rabbitmq:3.8.21-debian-10-r0
af5931b9fee7960a47991581e88f2461dc71e83e,8.20.3,docker.io/bitnami/rabbitmq:3.8.21-debian-10-r12
654d15af542e3853f9af57ac4754038ee1db4b40,8.20.4,docker.io/bitnami/rabbitmq:3.8.21-debian-10-r13
da2513bf0a33819f3b1151d387c631a9ffdb03e2,8.20.4,docker.io/bitnami/rabbitmq:3.8.21-debian-10-r13
9dcc8d19475effba3d5dabe16b94b3830fc14df2,8.20.5,docker.io/bitnami/rabbitmq:3.8.22-debian-10-r0
64d5d747b84299ca9f63ea8a586b13870abe31a6,8.20.5,docker.io/bitnami/rabbitmq:3.8.22-debian-10-r0
ba5e36845d00ccb7513d4f5ed7a3c70ce5a1529e,8.21.0,docker.io/bitnami/rabbitmq:3.9.5-debian-10-r0
8c2dfde7724141adfb90f0fa6bb97bf9acd4d14e,8.21.0,docker.io/bitnami/rabbitmq:3.9.5-debian-10-r0
457a3e526c30dd51f9beafd8ed1165b468d22666,8.22.0,docker.io/bitnami/rabbitmq:3.9.5-debian-10-r0
dcb935c1bf066b6d8988f3b0dbe85d01aa01b215,8.22.0,docker.io/bitnami/rabbitmq:3.9.5-debian-10-r0
ae013f8b56b3ea52d996a3e03b25e116e0f92d80,8.22.1,docker.io/bitnami/rabbitmq:3.9.5-debian-10-r0
5c7942235d3169332e8dadb380cd757416f28946,8.22.1,docker.io/bitnami/rabbitmq:3.9.5-debian-10-r0
b7c979a643cad7b356d66984b21fad8bb877bb5d,8.22.2,docker.io/bitnami/rabbitmq:3.9.6-debian-10-r0
003a0fbaedeb775c546b8d8452b7a5ab0a63af52,8.22.2,docker.io/bitnami/rabbitmq:3.9.6-debian-10-r0
e5ab2e6ecdd6bce800863f154cda524ff9f6c117,8.22.2,docker.io/bitnami/rabbitmq:3.9.6-debian-10-r0
d5301afca60bd6755d46b968dd8f76cedf0e90da,8.22.3,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
ff170d10f8aa6dae0f1e5c3f7d1c69fcec96b731,8.22.3,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
bbf403bae78be53430fbf13e462f9bd1eeb5bf04,8.22.4,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
6592de659b3cffad069f3a1f581cb78b3648ccdc,8.23.0,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
0833a8c16300d68abf6030639c3479d8fb031e25,8.23.0,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
6f3e9535f71ead1bcf4d2498dddab58982ba2472,8.23.1,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
ede4f2b529bed64b761955ebf61b19dd4d075535,8.23.2,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
9711a33c6eec72ea79143c4b7574dbe6a148d6b2,8.23.3,docker.io/bitnami/rabbitmq:3.9.7-debian-10-r0
10e4358a36798b713a9b01591d3ea1d44f5a9108,8.23.4,docker.io/bitnami/rabbitmq:3.9.8-debian-10-r0
73cabea54a941d2239accd98e8df6cbfc9fa8d3c,8.23.4,docker.io/bitnami/rabbitmq:3.9.8-debian-10-r0
5597ce8549c4a20f3b0951effc4dcfa7fcc0d6d6,8.24.0,docker.io/bitnami/rabbitmq:3.9.8-debian-10-r0
a6751cdd33c461fabbc459fbea6f219ec64ab6b2,8.24.1,docker.io/bitnami/rabbitmq:3.9.8-debian-10-r0
f682c8141f0765eba97254e7bbe186a98d58f36a,8.24.2,docker.io/bitnami/rabbitmq:3.9.8-debian-10-r6
412cf6a513cb0c03444a6e7811c6f27193239a10,8.24.2,docker.io/bitnami/rabbitmq:3.9.8-debian-10-r6
fb757a278ff3addc465b8a5c1d65be10201597f1,8.24.3,docker.io/bitnami/rabbitmq:3.9.9-debian-10-r0
e6f742cb88c330952cb52da038db61537ec921e5,8.24.3,docker.io/bitnami/rabbitmq:3.9.9-debian-10-r0
d82c934a1724c0736385d6fd6cca47a8c411e076,8.24.4,docker.io/bitnami/rabbitmq:3.9.9-debian-10-r0
